Issue_ID,Summary,Description,Status,Priority,Assignee,Reporter,Created_Date,Due_Date
ISSUE-1837,Task summary 1837,Detailed description of task 1837,To Do,Medium,user_45,user_19,2023-03-18 12:00:00,2023-04-18 12:00:00
ISSUE-1838,Task summary 1838,Detailed description of task 1838,Done,Critical,user_27,user_26,2023-03-18 13:00:00,2023-04-18 13:00:00
ISSUE-1839,Task summary 1839,Detailed description of task 1839,In Progress,Medium,user_27,user_7,2023-03-18 14:00:00,2023-04-18 14:00:00
ISSUE-1840,Task summary 1840,Detailed description of task 1840,In Progress,Critical,user_19,user_28,2023-03-18 15:00:00,2023-04-18 15:00:00
ISSUE-1841,Task summary 1841,Detailed description of task 1841,Done,Low,user_41,user_12,2023-03-18 16:00:00,2023-04-18 16:00:00
ISSUE-1842,Task summary 1842,Detailed description of task 1842,In Progress,High,user_2,user_21,2023-03-18 17:00:00,2023-04-18 17:00:00
ISSUE-1843,Task summary 1843,Detailed description of task 1843,To Do,Critical,user_11,user_1,2023-03-18 18:00:00,2023-04-18 18:00:00
ISSUE-1844,Task summary 1844,Detailed description of task 1844,To Do,High,user_19,user_17,2023-03-18 19:00:00,2023-04-18 19:00:00
ISSUE-1845,Task summary 1845,Detailed description of task 1845,To Do,Medium,user_36,user_47,2023-03-18 20:00:00,2023-04-18 20:00:00
ISSUE-1846,Task summary 1846,Detailed description of task 1846,To Do,Critical,user_43,user_12,2023-03-18 21:00:00,2023-04-18 21:00:00
ISSUE-1847,Task summary 1847,Detailed description of task 1847,Done,Low,user_16,user_26,2023-03-18 22:00:00,2023-04-18 22:00:00
ISSUE-1848,Task summary 1848,Detailed description of task 1848,To Do,High,user_29,user_27,2023-03-18 23:00:00,2023-04-18 23:00:00
ISSUE-1849,Task summary 1849,Detailed description of task 1849,To Do,Medium,user_22,user_48,2023-03-19 00:00:00,2023-04-19 00:00:00
ISSUE-1850,Task summary 1850,Detailed description of task 1850,Done,Medium,user_27,user_28,2023-03-19 01:00:00,2023-04-19 01:00:00
ISSUE-1851,Task summary 1851,Detailed description of task 1851,In Progress,Low,user_26,user_36,2023-03-19 02:00:00,2023-04-19 02:00:00
ISSUE-1852,Task summary 1852,Detailed description of task 1852,Done,Low,user_33,user_5,2023-03-19 03:00:00,2023-04-19 03:00:00
ISSUE-1853,Task summary 1853,Detailed description of task 1853,Done,Critical,user_7,user_43,2023-03-19 04:00:00,2023-04-19 04:00:00
ISSUE-1854,Task summary 1854,Detailed description of task 1854,In Progress,Critical,user_24,user_31,2023-03-19 05:00:00,2023-04-19 05:00:00
ISSUE-1855,Task summary 1855,Detailed description of task 1855,Done,Low,user_40,user_16,2023-03-19 06:00:00,2023-04-19 06:00:00
ISSUE-1856,Task summary 1856,Detailed description of task 1856,To Do,High,user_13,user_5,2023-03-19 07:00:00,2023-04-19 07:00:00
ISSUE-1857,Task summary 1857,Detailed description of task 1857,In Progress,High,user_26,user_30,2023-03-19 08:00:00,2023-04-19 08:00:00
ISSUE-1858,Task summary 1858,Detailed description of task 1858,To Do,Critical,user_40,user_4,2023-03-19 09:00:00,2023-04-19 09:00:00
ISSUE-1859,Task summary 1859,Detailed description of task 1859,To Do,Medium,user_47,user_40,2023-03-19 10:00:00,2023-04-19 10:00:00
ISSUE-1860,Task summary 1860,Detailed description of task 1860,In Progress,Medium,user_37,user_37,2023-03-19 11:00:00,2023-04-19 11:00:00
ISSUE-1861,Task summary 1861,Detailed description of task 1861,In Progress,Critical,user_41,user_31,2023-03-19 12:00:00,2023-04-19 12:00:00
ISSUE-1862,Task summary 1862,Detailed description of task 1862,Done,Critical,user_19,user_24,2023-03-19 13:00:00,2023-04-19 13:00:00
ISSUE-1863,Task summary 1863,Detailed description of task 1863,In Progress,Medium,user_27,user_24,2023-03-19 14:00:00,2023-04-19 14:00:00
ISSUE-1864,Task summary 1864,Detailed description of task 1864,In Progress,Low,user_29,user_37,2023-03-19 15:00:00,2023-04-19 15:00:00
ISSUE-1865,Task summary 1865,Detailed description of task 1865,To Do,Low,user_20,user_19,2023-03-19 16:00:00,2023-04-19 16:00:00
ISSUE-1866,Task summary 1866,Detailed description of task 1866,Done,Critical,user_12,user_18,2023-03-19 17:00:00,2023-04-19 17:00:00
ISSUE-1867,Task summary 1867,Detailed description of task 1867,Done,Medium,user_29,user_43,2023-03-19 18:00:00,2023-04-19 18:00:00
ISSUE-1868,Task summary 1868,Detailed description of task 1868,In Progress,Low,user_41,user_30,2023-03-19 19:00:00,2023-04-19 19:00:00
ISSUE-1869,Task summary 1869,Detailed description of task 1869,To Do,Critical,user_36,user_1,2023-03-19 20:00:00,2023-04-19 20:00:00
ISSUE-1870,Task summary 1870,Detailed description of task 1870,To Do,High,user_14,user_3,2023-03-19 21:00:00,2023-04-19 21:00:00
ISSUE-1871,Task summary 1871,Detailed description of task 1871,To Do,Medium,user_38,user_30,2023-03-19 22:00:00,2023-04-19 22:00:00
ISSUE-1872,Task summary 1872,Detailed description of task 1872,To Do,Medium,user_42,user_40,2023-03-19 23:00:00,2023-04-19 23:00:00
ISSUE-1873,Task summary 1873,Detailed description of task 1873,In Progress,Low,user_40,user_33,2023-03-20 00:00:00,2023-04-20 00:00:00
ISSUE-1874,Task summary 1874,Detailed description of task 1874,Done,Critical,user_35,user_18,2023-03-20 01:00:00,2023-04-20 01:00:00
ISSUE-1875,Task summary 1875,Detailed description of task 1875,To Do,High,user_7,user_19,2023-03-20 02:00:00,2023-04-20 02:00:00
ISSUE-1876,Task summary 1876,Detailed description of task 1876,To Do,Critical,user_40,user_36,2023-03-20 03:00:00,2023-04-20 03:00:00
ISSUE-1877,Task summary 1877,Detailed description of task 1877,Done,High,user_50,user_7,2023-03-20 04:00:00,2023-04-20 04:00:00
ISSUE-1878,Task summary 1878,Detailed description of task 1878,In Progress,High,user_26,user_39,2023-03-20 05:00:00,2023-04-20 05:00:00
ISSUE-1879,Task summary 1879,Detailed description of task 1879,To Do,High,user_5,user_25,2023-03-20 06:00:00,2023-04-20 06:00:00
ISSUE-1880,Task summary 1880,Detailed description of task 1880,In Progress,Medium,user_13,user_42,2023-03-20 07:00:00,2023-04-20 07:00:00
ISSUE-1881,Task summary 1881,Detailed description of task 1881,Done,Low,user_37,user_8,2023-03-20 08:00:00,2023-04-20 08:00:00
ISSUE-1882,Task summary 1882,Detailed description of task 1882,To Do,Low,user_26,user_15,2023-03-20 09:00:00,2023-04-20 09:00:00
ISSUE-1883,Task summary 1883,Detailed description of task 1883,To Do,Low,user_28,user_36,2023-03-20 10:00:00,2023-04-20 10:00:00
ISSUE-1884,Task summary 1884,Detailed description of task 1884,Done,High,user_1,user_7,2023-03-20 11:00:00,2023-04-20 11:00:00
ISSUE-1885,Task summary 1885,Detailed description of task 1885,To Do,Critical,user_35,user_7,2023-03-20 12:00:00,2023-04-20 12:00:00
ISSUE-1886,Task summary 1886,Detailed description of task 1886,To Do,Critical,user_20,user_50,2023-03-20 13:00:00,2023-04-20 13:00:00
ISSUE-1887,Task summary 1887,Detailed description of task 1887,Done,Critical,user_33,user_40,2023-03-20 14:00:00,2023-04-20 14:00:00
ISSUE-1888,Task summary 1888,Detailed description of task 1888,To Do,Medium,user_24,user_36,2023-03-20 15:00:00,2023-04-20 15:00:00
ISSUE-1889,Task summary 1889,Detailed description of task 1889,In Progress,High,user_32,user_32,2023-03-20 16:00:00,2023-04-20 16:00:00
ISSUE-1890,Task summary 1890,Detailed description of task 1890,To Do,Medium,user_3,user_47,2023-03-20 17:00:00,2023-04-20 17:00:00
ISSUE-1891,Task summary 1891,Detailed description of task 1891,Done,Critical,user_24,user_41,2023-03-20 18:00:00,2023-04-20 18:00:00
ISSUE-1892,Task summary 1892,Detailed description of task 1892,Done,Low,user_45,user_47,2023-03-20 19:00:00,2023-04-20 19:00:00
ISSUE-1893,Task summary 1893,Detailed description of task 1893,To Do,Medium,user_27,user_50,2023-03-20 20:00:00,2023-04-20 20:00:00
ISSUE-1894,Task summary 1894,Detailed description of task 1894,To Do,High,user_18,user_20,2023-03-20 21:00:00,2023-04-20 21:00:00
ISSUE-1895,Task summary 1895,Detailed description of task 1895,Done,Medium,user_11,user_19,2023-03-20 22:00:00,2023-04-20 22:00:00
ISSUE-1896,Task summary 1896,Detailed description of task 1896,To Do,Low,user_11,user_7,2023-03-20 23:00:00,2023-04-20 23:00:00
ISSUE-1897,Task summary 1897,Detailed description of task 1897,Done,Critical,user_32,user_30,2023-03-21 00:00:00,2023-04-21 00:00:00
ISSUE-1898,Task summary 1898,Detailed description of task 1898,Done,Low,user_17,user_18,2023-03-21 01:00:00,2023-04-21 01:00:00
ISSUE-1899,Task summary 1899,Detailed description of task 1899,To Do,High,user_40,user_32,2023-03-21 02:00:00,2023-04-21 02:00:00
ISSUE-1900,Task summary 1900,Detailed description of task 1900,To Do,Medium,user_27,user_15,2023-03-21 03:00:00,2023-04-21 03:00:00
ISSUE-1901,Task summary 1901,Detailed description of task 1901,In Progress,Critical,user_17,user_7,2023-03-21 04:00:00,2023-04-21 04:00:00
ISSUE-1902,Task summary 1902,Detailed description of task 1902,In Progress,Low,user_21,user_4,2023-03-21 05:00:00,2023-04-21 05:00:00
ISSUE-1903,Task summary 1903,Detailed description of task 1903,To Do,High,user_45,user_2,2023-03-21 06:00:00,2023-04-21 06:00:00
ISSUE-1904,Task summary 1904,Detailed description of task 1904,In Progress,Medium,user_30,user_13,2023-03-21 07:00:00,2023-04-21 07:00:00
ISSUE-1905,Task summary 1905,Detailed description of task 1905,To Do,Low,user_11,user_35,2023-03-21 08:00:00,2023-04-21 08:00:00
ISSUE-1906,Task summary 1906,Detailed description of task 1906,Done,High,user_25,user_29,2023-03-21 09:00:00,2023-04-21 09:00:00
ISSUE-1907,Task summary 1907,Detailed description of task 1907,In Progress,Critical,user_39,user_31,2023-03-21 10:00:00,2023-04-21 10:00:00
ISSUE-1908,Task summary 1908,Detailed description of task 1908,Done,High,user_32,user_30,2023-03-21 11:00:00,2023-04-21 11:00:00
ISSUE-1909,Task summary 1909,Detailed description of task 1909,Done,High,user_48,user_10,2023-03-21 12:00:00,2023-04-21 12:00:00
ISSUE-1910,Task summary 1910,Detailed description of task 1910,Done,Low,user_12,user_17,2023-03-21 13:00:00,2023-04-21 13:00:00
ISSUE-1911,Task summary 1911,Detailed description of task 1911,In Progress,Medium,user_4,user_16,2023-03-21 14:00:00,2023-04-21 14:00:00
ISSUE-1912,Task summary 1912,Detailed description of task 1912,To Do,Medium,user_49,user_11,2023-03-21 15:00:00,2023-04-21 15:00:00
ISSUE-1913,Task summary 1913,Detailed description of task 1913,In Progress,Critical,user_41,user_21,2023-03-21 16:00:00,2023-04-21 16:00:00
ISSUE-1914,Task summary 1914,Detailed description of task 1914,To Do,Low,user_1,user_19,2023-03-21 17:00:00,2023-04-21 17:00:00
ISSUE-1915,Task summary 1915,Detailed description of task 1915,To Do,High,user_11,user_29,2023-03-21 18:00:00,2023-04-21 18:00:00
ISSUE-1916,Task summary 1916,Detailed description of task 1916,To Do,Critical,user_27,user_44,2023-03-21 19:00:00,2023-04-21 19:00:00
ISSUE-1917,Task summary 1917,Detailed description of task 1917,In Progress,Critical,user_43,user_48,2023-03-21 20:00:00,2023-04-21 20:00:00
ISSUE-1918,Task summary 1918,Detailed description of task 1918,Done,Critical,user_28,user_8,2023-03-21 21:00:00,2023-04-21 21:00:00
ISSUE-1919,Task summary 1919,Detailed description of task 1919,To Do,High,user_40,user_12,2023-03-21 22:00:00,2023-04-21 22:00:00
ISSUE-1920,Task summary 1920,Detailed description of task 1920,To Do,Low,user_16,user_39,2023-03-21 23:00:00,2023-04-21 23:00:00
ISSUE-1921,Task summary 1921,Detailed description of task 1921,Done,Low,user_33,user_47,2023-03-22 00:00:00,2023-04-22 00:00:00
ISSUE-1922,Task summary 1922,Detailed description of task 1922,Done,High,user_40,user_41,2023-03-22 01:00:00,2023-04-22 01:00:00
ISSUE-1923,Task summary 1923,Detailed description of task 1923,Done,Low,user_38,user_27,2023-03-22 02:00:00,2023-04-22 02:00:00
ISSUE-1924,Task summary 1924,Detailed description of task 1924,Done,Critical,user_50,user_13,2023-03-22 03:00:00,2023-04-22 03:00:00
ISSUE-1925,Task summary 1925,Detailed description of task 1925,Done,High,user_5,user_47,2023-03-22 04:00:00,2023-04-22 04:00:00
ISSUE-1926,Task summary 1926,Detailed description of task 1926,Done,Medium,user_20,user_10,2023-03-22 05:00:00,2023-04-22 05:00:00
ISSUE-1927,Task summary 1927,Detailed description of task 1927,To Do,High,user_32,user_3,2023-03-22 06:00:00,2023-04-22 06:00:00
ISSUE-1928,Task summary 1928,Detailed description of task 1928,To Do,High,user_28,user_7,2023-03-22 07:00:00,2023-04-22 07:00:00
ISSUE-1929,Task summary 1929,Detailed description of task 1929,To Do,Medium,user_40,user_19,2023-03-22 08:00:00,2023-04-22 08:00:00
ISSUE-1930,Task summary 1930,Detailed description of task 1930,In Progress,Critical,user_16,user_42,2023-03-22 09:00:00,2023-04-22 09:00:00
ISSUE-1931,Task summary 1931,Detailed description of task 1931,To Do,Critical,user_1,user_45,2023-03-22 10:00:00,2023-04-22 10:00:00
ISSUE-1932,Task summary 1932,Detailed description of task 1932,To Do,Critical,user_24,user_10,2023-03-22 11:00:00,2023-04-22 11:00:00
ISSUE-1933,Task summary 1933,Detailed description of task 1933,Done,Low,user_8,user_25,2023-03-22 12:00:00,2023-04-22 12:00:00
ISSUE-1934,Task summary 1934,Detailed description of task 1934,To Do,Medium,user_44,user_50,2023-03-22 13:00:00,2023-04-22 13:00:00
ISSUE-1935,Task summary 1935,Detailed description of task 1935,In Progress,Critical,user_48,user_31,2023-03-22 14:00:00,2023-04-22 14:00:00
ISSUE-1936,Task summary 1936,Detailed description of task 1936,Done,Low,user_44,user_33,2023-03-22 15:00:00,2023-04-22 15:00:00
ISSUE-1937,Task summary 1937,Detailed description of task 1937,To Do,Critical,user_35,user_17,2023-03-22 16:00:00,2023-04-22 16:00:00
ISSUE-1938,Task summary 1938,Detailed description of task 1938,To Do,Critical,user_13,user_8,2023-03-22 17:00:00,2023-04-22 17:00:00
ISSUE-1939,Task summary 1939,Detailed description of task 1939,In Progress,Medium,user_13,user_30,2023-03-22 18:00:00,2023-04-22 18:00:00
ISSUE-1940,Task summary 1940,Detailed description of task 1940,To Do,Critical,user_40,user_40,2023-03-22 19:00:00,2023-04-22 19:00:00
ISSUE-1941,Task summary 1941,Detailed description of task 1941,In Progress,High,user_22,user_29,2023-03-22 20:00:00,2023-04-22 20:00:00
ISSUE-1942,Task summary 1942,Detailed description of task 1942,To Do,High,user_17,user_34,2023-03-22 21:00:00,2023-04-22 21:00:00
ISSUE-1943,Task summary 1943,Detailed description of task 1943,To Do,Low,user_15,user_46,2023-03-22 22:00:00,2023-04-22 22:00:00
ISSUE-1944,Task summary 1944,Detailed description of task 1944,To Do,Critical,user_2,user_50,2023-03-22 23:00:00,2023-04-22 23:00:00
ISSUE-1945,Task summary 1945,Detailed description of task 1945,To Do,Medium,user_36,user_26,2023-03-23 00:00:00,2023-04-23 00:00:00
ISSUE-1946,Task summary 1946,Detailed description of task 1946,In Progress,High,user_48,user_39,2023-03-23 01:00:00,2023-04-23 01:00:00
ISSUE-1947,Task summary 1947,Detailed description of task 1947,To Do,Medium,user_5,user_48,2023-03-23 02:00:00,2023-04-23 02:00:00
ISSUE-1948,Task summary 1948,Detailed description of task 1948,To Do,High,user_17,user_37,2023-03-23 03:00:00,2023-04-23 03:00:00
ISSUE-1949,Task summary 1949,Detailed description of task 1949,Done,Critical,user_31,user_22,2023-03-23 04:00:00,2023-04-23 04:00:00
ISSUE-1950,Task summary 1950,Detailed description of task 1950,Done,Critical,user_49,user_1,2023-03-23 05:00:00,2023-04-23 05:00:00
ISSUE-1951,Task summary 1951,Detailed description of task 1951,In Progress,Low,user_17,user_21,2023-03-23 06:00:00,2023-04-23 06:00:00
ISSUE-1952,Task summary 1952,Detailed description of task 1952,Done,Critical,user_49,user_47,2023-03-23 07:00:00,2023-04-23 07:00:00
ISSUE-1953,Task summary 1953,Detailed description of task 1953,Done,High,user_28,user_28,2023-03-23 08:00:00,2023-04-23 08:00:00
ISSUE-1954,Task summary 1954,Detailed description of task 1954,To Do,Critical,user_46,user_32,2023-03-23 09:00:00,2023-04-23 09:00:00
ISSUE-1955,Task summary 1955,Detailed description of task 1955,Done,Low,user_23,user_5,2023-03-23 10:00:00,2023-04-23 10:00:00
ISSUE-1956,Task summary 1956,Detailed description of task 1956,To Do,Medium,user_47,user_6,2023-03-23 11:00:00,2023-04-23 11:00:00
ISSUE-1957,Task summary 1957,Detailed description of task 1957,In Progress,Critical,user_12,user_37,2023-03-23 12:00:00,2023-04-23 12:00:00
ISSUE-1958,Task summary 1958,Detailed description of task 1958,Done,High,user_11,user_36,2023-03-23 13:00:00,2023-04-23 13:00:00
ISSUE-1959,Task summary 1959,Detailed description of task 1959,In Progress,High,user_4,user_22,2023-03-23 14:00:00,2023-04-23 14:00:00
ISSUE-1960,Task summary 1960,Detailed description of task 1960,To Do,High,user_24,user_49,2023-03-23 15:00:00,2023-04-23 15:00:00
ISSUE-1961,Task summary 1961,Detailed description of task 1961,Done,Medium,user_31,user_21,2023-03-23 16:00:00,2023-04-23 16:00:00
ISSUE-1962,Task summary 1962,Detailed description of task 1962,To Do,High,user_47,user_13,2023-03-23 17:00:00,2023-04-23 17:00:00
ISSUE-1963,Task summary 1963,Detailed description of task 1963,Done,Low,user_19,user_21,2023-03-23 18:00:00,2023-04-23 18:00:00
ISSUE-1964,Task summary 1964,Detailed description of task 1964,Done,Medium,user_24,user_50,2023-03-23 19:00:00,2023-04-23 19:00:00
ISSUE-1965,Task summary 1965,Detailed description of task 1965,To Do,Low,user_15,user_50,2023-03-23 20:00:00,2023-04-23 20:00:00
ISSUE-1966,Task summary 1966,Detailed description of task 1966,In Progress,Low,user_15,user_25,2023-03-23 21:00:00,2023-04-23 21:00:00
ISSUE-1967,Task summary 1967,Detailed description of task 1967,To Do,Medium,user_2,user_16,2023-03-23 22:00:00,2023-04-23 22:00:00
ISSUE-1968,Task summary 1968,Detailed description of task 1968,Done,Medium,user_22,user_32,2023-03-23 23:00:00,2023-04-23 23:00:00
ISSUE-1969,Task summary 1969,Detailed description of task 1969,To Do,High,user_38,user_36,2023-03-24 00:00:00,2023-04-24 00:00:00
ISSUE-1970,Task summary 1970,Detailed description of task 1970,Done,Critical,user_43,user_33,2023-03-24 01:00:00,2023-04-24 01:00:00
ISSUE-1971,Task summary 1971,Detailed description of task 1971,Done,Low,user_13,user_2,2023-03-24 02:00:00,2023-04-24 02:00:00
ISSUE-1972,Task summary 1972,Detailed description of task 1972,In Progress,Medium,user_47,user_18,2023-03-24 03:00:00,2023-04-24 03:00:00
ISSUE-1973,Task summary 1973,Detailed description of task 1973,Done,Medium,user_4,user_7,2023-03-24 04:00:00,2023-04-24 04:00:00
ISSUE-1974,Task summary 1974,Detailed description of task 1974,To Do,Critical,user_37,user_37,2023-03-24 05:00:00,2023-04-24 05:00:00
ISSUE-1975,Task summary 1975,Detailed description of task 1975,Done,Medium,user_6,user_25,2023-03-24 06:00:00,2023-04-24 06:00:00
ISSUE-1976,Task summary 1976,Detailed description of task 1976,In Progress,Medium,user_3,user_34,2023-03-24 07:00:00,2023-04-24 07:00:00
